OBJECTID_1,Join_Count,TARGET_FID,JOIN_FID,Record_ID,Store_Name,Store_Stre,Additonal_,City,State,Zip_Code,Address,Zip4,County,Store_Type,Latitude,Longitude,Incentive_,Grantee_Na,ObjectId,CookCounty
1650,1,1649,90,1318256,Supermarket Shu Fee Ma Fee,10240 S Roberts Rd,,Palos Hills,IL,60465,"10240 S Roberts Rd, Palos Hills, IL, 60465",1539,COOK,Grocery Store,41.704853,-87.817795,,,128164,Palos Hills
1783,1,1782,90,1186758,Lassak Delicatessen,8017 W 103rd St,,Palos Hills,IL,60465,"8017 W 103rd St, Palos Hills, IL, 60465",1874,COOK,Super Store,41.70396,-87.818069,,,138784,Palos Hills
2080,1,2079,90,1427564,Thorntons #0337 337,8012 West 111th Street,,Palos Hills,IL,60465,"8012 West 111th Street, Palos Hills, IL, 60465",,COOK,Convenience Store,41.689877,-87.817772,,,160648,Palos Hills
2466,1,2465,90,1483552,Palestine Bakery,10326 S Harlem Ave,,Palos Hills,IL,60465,"10326 S Harlem Ave, Palos Hills, IL, 60465",2036,COOK,Convenience Store,41.703579,-87.798523,,,189705,Palos Hills
2517,1,2516,90,1493921,Omar The Son Inc,7213 W 103rd St,,Palos Hills,IL,60465,"7213 W 103rd St, Palos Hills, IL, 60465",2064,COOK,Grocery Store,41.703823,-87.799049,,,193025,Palos Hills
465,1,465,41,577153,Jewel Food Store 2160,9652 W 131st St,,Palos Park,IL,60464,"9652 W 131st St, Palos Park, IL, 60464",1640,COOK,Supermarket,41.652325,-87.855339,,,36846,Palos Park
820,1,820,41,847969,Aldi 68096,13145 S la Grange Rd,,Orland Park,IL,60462,"13145 S la Grange Rd, Orland Park, IL, 60462",1162,COOK,Supermarket,41.651714,-87.853958,,,63456,Palos Park
828,1,828,41,1012293,Circle K 4706795,13059 S la Grange Rd,,Palos Park,IL,60464,"13059 S la Grange Rd, Palos Park, IL, 60464",1718,COOK,Convenience Store,41.652699,-87.853989,,,63834,Palos Park
1260,1,1260,41,895382,Walgreens 06377,13023 S la Grange Rd,,Palos Park,IL,60464,"13023 S la Grange Rd, Palos Park, IL, 60464",1718,COOK,Other,41.65303,-87.853996,,,95167,Palos Park
1957,1,1956,41,1256336,Circle K 4706729,13056 S la Grange Rd,,Palos Park,IL,60464,"13056 S la Grange Rd, Palos Park, IL, 60464",1719,COOK,Convenience Store,41.652699,-87.854095,,,151915,Palos Park
3230,1,3229,41,1564646,Palos Park Gas & Food Inc,12301 S 80th Ave,,Palos Park,IL,60464,"12301 S 80th Ave, Palos Park, IL, 60464",1907,COOK,Convenience Store,41.667305,-87.81546,,,249754,Palos Park
730,1,730,5,791173,CVS Pharmacy 8512,1 Main St,,Park Forest,IL,60466,"1 Main St, Park Forest, IL, 60466",2366,COOK,Other,41.484303,-87.675461,,,57863,Park Forest
875,1,875,5,918265,CVS Pharmacy 1768,3400 Lincoln Hwy,,Olympia Fields,IL,60461,"3400 Lincoln Hwy, Olympia Fields, IL, 60461",1703,COOK,Other,41.506069,-87.697876,,,66391,Park Forest
1194,1,1194,5,1099889,Park Forest Farmers Market,152 Main St,,Park Forest,IL,60466,"152 Main St, Park Forest, IL, 60466",2300,COOK,Farmers and Markets,41.483894,-87.677238,,Experimental Station Chicago,89853,Park Forest
1271,1,1271,5,1133736,Family Dollar 7363,108 S Orchard Dr,,Park Forest,IL,60466,"108 S Orchard Dr, Park Forest, IL, 60466",1604,COOK,Other,41.482224,-87.683144,,,96346,Park Forest
1274,1,1274,5,1108484,Speedway 7001,3602 Lincoln Hwy,,Olympia Fields,IL,60461,"3602 Lincoln Hwy, Olympia Fields, IL, 60461",1601,COOK,Convenience Store,41.506172,-87.68618,,,96761,Park Forest
1430,1,1429,5,1120546,Dollar General 14303,10 Main St,,Park Forest,IL,60466,"10 Main St, Park Forest, IL, 60466",2367,COOK,Other,41.484673,-87.674484,,,109748,Park Forest
101,1,101,42,349585,Thorntons 19,1118 W Touhy Ave,,Park Ridge,IL,60068,"1118 W Touhy Ave, Park Ridge, IL, 60068",3235,COOK,Convenience Store,42.010986,-87.8395,,,7247,Park Ridge
476,1,476,42,553826,Jewel Food Store 3481,481 Busse Hwy,,Park Ridge,IL,60068,"481 Busse Hwy, Park Ridge, IL, 60068",3294,COOK,Supermarket,42.015942,-87.840424,,,37669,Park Ridge
584,1,584,42,806701,Trader Joe's 698,190 N Northwest Hwy,,Park Ridge,IL,60068,"190 N Northwest Hwy, Park Ridge, IL, 60068",3342,COOK,Supermarket,42.01313,-87.832596,,,45552,Park Ridge
920,1,920,42,921088,Walgreens 04540,901 W Touhy Ave,,Park Ridge,IL,60068,"901 W Touhy Ave, Park Ridge, IL, 60068",3230,COOK,Other,42.010975,-87.83625,,,69445,Park Ridge
1296,1,1296,42,899203,7-Eleven 33744,976 N Northwest Hwy,,Park Ridge,IL,60068,"976 N Northwest Hwy, Park Ridge, IL, 60068",2358,COOK,Convenience Store,42.024628,-87.850883,,,98092,Park Ridge
1424,1,1423,42,1120705,Whole Foods Market 10495,225 W Touhy Ave,,Park Ridge,IL,60068,"225 W Touhy Ave, Park Ridge, IL, 60068",4202,COOK,Super Store,42.011265,-87.824104,,,109094,Park Ridge
1572,1,1571,42,1132304,Mariano's 8525,1900 S Cumberland Ave,,Park Ridge,IL,60068,"1900 S Cumberland Ave, Park Ridge, IL, 60068",,COOK,Super Store,41.9874,-87.836639,,,121110,Park Ridge
1602,1,1601,42,1249972,Walgreens 15907,800 Devon Ave,,Park Ridge,IL,60068,"800 Devon Ave, Park Ridge, IL, 60068",4760,COOK,Other,41.996544,-87.834488,,,124476,Park Ridge
2367,1,2366,42,1514029,Shell Park Ridge,2301 W Touhy Ave,,Park Ridge,IL,60068,"2301 W Touhy Ave, Park Ridge, IL, 60068",2802,COOK,Convenience Store,42.010105,-87.855766,,,182544,Park Ridge
2511,1,2510,42,1505460,7-eleven #30110d 30110D,814 Higgins Rd,,Park Ridge,IL,60068,"814 Higgins Rd, Park Ridge, IL, 60068",5718,COOK,Convenience Store,41.986732,-87.836296,,,192695,Park Ridge
2514,1,2513,42,1500258,Park Ridge BP GEI-183,1220 W Touhy Ave,,Park Ridge,IL,60068,"1220 W Touhy Ave, Park Ridge, IL, 60068",3260,COOK,Convenience Store,42.011219,-87.841484,,,192805,Park Ridge
2636,1,2635,42,1497192,Park Ridge Farmers Market,15 Prairie Ave,,Park Ridge,IL,60068,"15 Prairie Ave, Park Ridge, IL, 60068",4031,COOK,Farmers and Markets,42.010181,-87.833588,,,202535,Park Ridge
3058,1,3057,42,1154330,7-Eleven 27235,555 Devon Ave,,Park Ridge,IL,60068,"555 Devon Ave, Park Ridge, IL, 60068",4847,COOK,Convenience Store,41.996613,-87.830528,,,236321,Park Ridge
3201,1,3200,42,1263887,Hari Om Grocers,2628 Dempster St,,Park Ridge,IL,60068,"2628 Dempster St, Park Ridge, IL, 60068",8404,COOK,Grocery Store,42.039455,-87.857872,,,247632,Park Ridge
274,1,274,43,408073,Gibson Citgo,15221 Halsted St,,Phoenix,IL,60426,"15221 Halsted St, Phoenix, IL, 60426",2324,COOK,Convenience Store,41.611645,-87.63636,,,20835,Phoenix
177,1,177,139,438932,Tony's Fresh Market 867,4608 W Belmont Ave,,Chicago,IL,60641,"4608 W Belmont Ave, Chicago, IL, 60641",4401,COOK,Super Store,41.938908,-87.742691,,,13980,Portage Park
235,1,235,139,1585807,ALDI 40083,3930 N Kilpatrick,,Chicago,IL,60641,"3930 N Kilpatrick, Chicago, IL, 60641",,COOK,Supermarket,41.952511,-87.744667,,,18204,Portage Park
302,1,302,139,368182,WALGREENS 04936,4040 N Cicero Ave,,Chicago,IL,60641,"4040 N Cicero Ave, Chicago, IL, 60641",1807,COOK,Other,41.954708,-87.747368,,,23187,Portage Park
416,1,416,139,572208,WALGREENS 5121,5935 W Addison St,,Chicago,IL,60634,"5935 W Addison St, Chicago, IL, 60634",4214,COOK,Other,41.945744,-87.77597,,,32682,Portage Park
494,1,494,139,536743,Jewel Food Store 3262,4660 W Irving Park Rd,,Chicago,IL,60641,"4660 W Irving Park Rd, Chicago, IL, 60641",2888,COOK,Supermarket,41.95351,-87.744469,,,38620,Portage Park
611,1,611,139,589709,Walgreens 04862,4343 N Central Ave,,Chicago,IL,60634,"4343 N Central Ave, Chicago, IL, 60634",1817,COOK,Other,41.959751,-87.767151,,,47289,Portage Park
679,1,679,139,1587300,7-eleven 41810A,5037 W Lawrence Ave,,Chicago,IL,60630,"5037 W Lawrence Ave, Chicago, IL, 60630",3823,COOK,Convenience Store,41.967896,-87.753944,,,54215,Portage Park
722,1,722,139,669834,Jewel Food Store 1282,4729 N Central Ave,,Chicago,IL,60630,"4729 N Central Ave, Chicago, IL, 60630",3269,COOK,Supermarket,41.9669,-87.767395,,,57709,Portage Park
900,1,900,139,1287907,Supermercado Martin,5155 W Addison St,,Chicago,IL,60641,"5155 W Addison St, Chicago, IL, 60641",3402,COOK,Grocery Store,41.945839,-87.756676,,,68057,Portage Park
929,1,929,139,920278,CVS 5482,3615 N Central Ave,,Chicago,IL,60634,"3615 N Central Ave, Chicago, IL, 60634",2753,COOK,Other,41.946308,-87.766693,,,69784,Portage Park
1020,1,1020,139,948658,Martin's Mini-Market INC.,3801 N Cicero Ave,,Chicago,IL,60641,"3801 N Cicero Ave, Chicago, IL, 60641",3621,COOK,Convenience Store,41.94989,-87.747162,,,77410,Portage Park
1036,1,1036,139,940404,JJ Peppers Food Store 22,3555 N Central Ave,,Chicago,IL,60634,"3555 N Central Ave, Chicago, IL, 60634",4407,COOK,Convenience Store,41.945286,-87.766647,,,78447,Portage Park
1153,1,1153,139,911003,Dollar Tree 644,5616 W Belmont Ave,,Chicago,IL,60634,"5616 W Belmont Ave, Chicago, IL, 60634",5301,COOK,Other,41.938622,-87.766907,,,86810,Portage Park
1309,1,1309,139,1233018,7-eleven 27421C,5600 W Irving Park Rd,,Chicago,IL,60634,"5600 W Irving Park Rd, Chicago, IL, 60634",2739,COOK,Convenience Store,41.953209,-87.767212,,,99328,Portage Park
1573,1,1572,139,1271082,Dollar Tree 733,4118 N Cicero Ave,,Chicago,IL,60641,"4118 N Cicero Ave, Chicago, IL, 60641",1808,COOK,Other,41.955837,-87.747398,,,121181,Portage Park
1638,1,1637,139,1198797,Family Dollar 10988,5708 W Irving Park Rd,,Chicago,IL,60634,"5708 W Irving Park Rd, Chicago, IL, 60634",2607,COOK,Other,41.953182,-87.769829,,,127008,Portage Park
1664,1,1663,139,1314295,La Bodega,5900 W Montrose Ave,,Chicago,IL,60634,"5900 W Montrose Ave, Chicago, IL, 60634",1625,COOK,Grocery Store,41.960403,-87.774734,,,128782,Portage Park
1765,1,1764,139,1347887,Thattamattom Inc,4219 N Milwaukee Ave,,Chicago,IL,60641,"4219 N Milwaukee Ave, Chicago, IL, 60641",1641,COOK,Convenience Store,41.957615,-87.751808,,,137495,Portage Park
1990,1,1989,139,1258040,Tony's Fresh Market 1667,5630 W Belmont Ave,,Chicago,IL,60634,"5630 W Belmont Ave, Chicago, IL, 60634",5301,COOK,Super Store,41.93858,-87.767952,,,155195,Portage Park
2054,1,2053,139,1387850,Martha's Fresh Market,5958 W Addison St,,Chicago,IL,60634,"5958 W Addison St, Chicago, IL, 60634",4213,COOK,Grocery Store,41.945976,-87.776337,,,159628,Portage Park
2134,1,2133,139,1569881,Nakhil Palace,6014 W Irving Park Rd,,Chicago,IL,60634,"6014 W Irving Park Rd, Chicago, IL, 60634",2520,COOK,Grocery Store,41.953308,-87.777504,,,165334,Portage Park
2279,1,2278,139,1453552,Kwikmart,5500 W Montrose Ave,,Chicago,IL,60641,"5500 W Montrose Ave, Chicago, IL, 60641",1330,COOK,Convenience Store,41.960869,-87.765007,,,175169,Portage Park
2280,1,2279,139,1453647,Delightful Pastries Inc.,5927 W Lawrence Ave,,Chicago,IL,60630,"5927 W Lawrence Ave, Chicago, IL, 60630",3129,COOK,Other,41.967476,-87.775963,,,175255,Portage Park
2281,1,2280,139,1453652,Drake Quick Stop Inc.,6000 W Irving Park Rd,,Chicago,IL,60634,"6000 W Irving Park Rd, Chicago, IL, 60634",2520,COOK,Convenience Store,41.953442,-87.777145,,,175269,Portage Park
2288,1,2287,139,1600289,S B Brothers,3314 N Central Ave,,Chicago,IL,60634,"3314 N Central Ave, Chicago, IL, 60634",4324,COOK,Other,41.941032,-87.767052,,,175543,Portage Park
2429,1,2428,139,1515302,Laramie Shell,4001 N Laramie Ave,,Chicago,IL,60641,"4001 N Laramie Ave, Chicago, IL, 60641",1464,COOK,Convenience Store,41.953358,-87.757065,,,186245,Portage Park
2607,1,2606,139,1472049,Adrian's Fresh Market #3 Inc 1,3640 N Central Ave,,Chicago,IL,60634,"3640 N Central Ave, Chicago, IL, 60634",2750,COOK,Grocery Store,41.947063,-87.767136,,,200738,Portage Park
2735,1,2734,139,1550894,BP,5200 W Addison St,,Chicago,IL,60641,"5200 W Addison St, Chicago, IL, 60641",3302,COOK,Convenience Store,41.946259,-87.757278,,,208580,Portage Park
2782,1,2781,139,1586471,Target Store T3447,4728 W Irving Park Rd,,Chicago,IL,60641,"4728 W Irving Park Rd, Chicago, IL, 60641",2701,COOK,Super Store,41.953491,-87.746094,,,212609,Portage Park
2815,1,2814,139,1529135,Ezi Mart,4804 N Central Ave,,Chicago,IL,60630,"4804 N Central Ave, Chicago, IL, 60630",3212,COOK,Convenience Store,41.967957,-87.767746,,,215547,Portage Park
2893,1,2892,139,875902,Montrose Deli,5411 W Montrose Ave,,Chicago,IL,60641,"5411 W Montrose Ave, Chicago, IL, 60641",1325,COOK,Super Store,41.960484,-87.762611,,,222157,Portage Park
2903,1,2902,139,932769,7-Eleven 33526C,3541 N Cicero Ave,,Chicago,IL,60641,"3541 N Cicero Ave, Chicago, IL, 60641",3731,COOK,Convenience Store,41.945477,-87.746994,,,223347,Portage Park
2961,1,2960,139,1165137,St Jude Oil Group Inc,5959 W Montrose Ave,,Chicago,IL,60634,"5959 W Montrose Ave, Chicago, IL, 60634",1689,COOK,Convenience Store,41.960323,-87.776649,,,228342,Portage Park
2970,1,2969,139,1370300,Santa Fe Food Market Inc,5001 W Addison St,,Chicago,IL,60641,"5001 W Addison St, Chicago, IL, 60641",3422,COOK,Grocery Store,41.945908,-87.752258,,,229115,Portage Park
2987,1,2986,139,1241324,Jimenez Fresh Market,5330 W Belmont Ave,,Chicago,IL,60641,"5330 W Belmont Ave, Chicago, IL, 60641",4103,COOK,Grocery Store,41.938679,-87.760277,,,230873,Portage Park
3065,1,3064,139,1112920,Randee's Food Store,4319 N Milwaukee Ave,,Chicago,IL,60641,"4319 N Milwaukee Ave, Chicago, IL, 60641",1521,COOK,Convenience Store,41.959339,-87.753273,,,236755,Portage Park
3258,1,3257,139,1570070,4901 Central Inc.,4409 N Central Ave,,Chicago,IL,60630,"4409 N Central Ave, Chicago, IL, 60630",3301,COOK,Convenience Store,41.960793,-87.766823,,,251438,Portage Park
3282,1,3281,139,1594147,Carniceria Y Fruteria El Milagrito Inc.,5960 W Lawrence Ave,,Chicago,IL,60630,"5960 W Lawrence Ave, Chicago, IL, 60630",3130,COOK,Grocery Store,41.967861,-87.776817,,,253573,Portage Park
3292,1,3291,139,1582219,Snacks N Smoke Inc,3200 N Cicero Ave,,Chicago,IL,60641,"3200 N Cicero Ave, Chicago, IL, 60641",4423,COOK,Convenience Store,41.939049,-87.747215,,,254361,Portage Park
3312,1,3311,139,1598856,Smart Stop,4710 N Milwaukee Ave,,Chicago,IL,60630,"4710 N Milwaukee Ave, Chicago, IL, 60630",3614,COOK,Convenience Store,41.965801,-87.759834,,,255213,Portage Park
432,1,432,44,534279,WALGREENS 05193,3145 W 147th St,,Posen,IL,60469,"3145 W 147th St, Posen, IL, 60469",1438,COOK,Other,41.625885,-87.697823,,,33952,Posen
1028,1,1028,44,1575887,Abarrotes Sanchez,14112 S Western Ave,,Posen,IL,60469,"14112 S Western Ave, Posen, IL, 60469",1030,COOK,Grocery Store,41.636726,-87.678864,,,77776,Posen
1645,1,1644,44,1280153,E & S Food & Liquors LLC,14714 S Western Ave,,Posen,IL,60469,"14714 S Western Ave, Posen, IL, 60469",1336,COOK,Convenience Store,41.626053,-87.675629,,,127646,Posen
2010,1,2009,44,1384401,Thorntons 334,14840 S Western Ave,,Posen,IL,60469,"14840 S Western Ave, Posen, IL, 60469",1324,COOK,Convenience Store,41.623024,-87.674812,,,156582,Posen
2454,1,2453,44,1498679,Posen Gas Food & Liquor 1,14030 S Western Ave,,Posen,IL,60469,"14030 S Western Ave, Posen, IL, 60469",1048,COOK,Convenience Store,41.63739,-87.679092,,,188621,Posen
2787,1,2786,44,1559346,Posen Gas Inc.,3118 W 147th St,,Posen,IL,60469,"3118 W 147th St, Posen, IL, 60469",1405,COOK,Convenience Store,41.62624,-87.69696,,,212949,Posen
2963,1,2962,44,1184099,Posen Food & Gas Inc 1,2700 W 147th St,,Posen,IL,60469,"2700 W 147th St, Posen, IL, 60469",1502,COOK,Convenience Store,41.626186,-87.686455,,,228427,Posen
3416,1,3415,44,836604,Milen's Amoco,3144 W 147th St,,Posen,IL,60469,"3144 W 147th St, Posen, IL, 60469",1400,COOK,Convenience Store,41.626308,-87.697769,,,261744,Posen
333,1,333,6,599606,ALDI 40092 40092,1432 E Rand Rd,,Prospect Heights,IL,60070,"1432 E Rand Rd, Prospect Heights, IL, 60070",,COOK,Supermarket,42.101936,-87.964691,,,25697,Prospect Heights
681,1,681,6,734860,Mangos Fresh Market & Deli,648 N Milwaukee Ave,,Prospect Heights,IL,60070,"648 N Milwaukee Ave, Prospect Heights, IL, 60070",2353,COOK,Grocery Store,42.107662,-87.889511,,,54408,Prospect Heights
741,1,741,6,1602319,Palwaukee Liquor,686-688 N Milwaukee Ave,,Prospect Heights,IL,60070,"686-688 N Milwaukee Ave, Prospect Heights, IL, 60070",2353,COOK,Convenience Store,42.108013,-87.889725,,,58340,Prospect Heights
1035,1,1035,6,940275,Bravo Baking Co.,658 A. Milwaukee avenue,,prospect heights,IL,60070,"658 A. Milwaukee avenue, prospect heights, IL, 60070",,COOK,Specialty Store,42.107735,-87.889557,,,78412,Prospect Heights
1173,1,1173,6,1048041,Rebel 870,1021 N Rand Rd,,Arlington Heights,IL,60004,"1021 N Rand Rd, Arlington Heights, IL, 60004",4312,COOK,Convenience Store,42.096733,-87.956757,,,89142,Prospect Heights
1288,1,1288,6,897892,Target Store 1176,1700 E Rand Rd,,Arlington Heights,IL,60004,"1700 E Rand Rd, Arlington Heights, IL, 60004",4379,COOK,Super Store,42.099907,-87.961418,,,97093,Prospect Heights
1322,1,1322,6,900018,walgreens 04146,1 N Elmhurst Rd,,Prospect Heights,IL,60070,"1 N Elmhurst Rd, Prospect Heights, IL, 60070",1509,COOK,Other,42.095547,-87.936737,,,100845,Prospect Heights
1402,1,1401,6,1240415,Tony's Fresh Market 1567,1241 N. Rand Rd,,Prospect Heights,IL,60070,"1241 N. Rand Rd, Prospect Heights, IL, 60070",,COOK,Super Store,42.099049,-87.960136,,,106709,Prospect Heights
1761,1,1760,6,1376296,Thorntons LLC 221328,1600 North Rand Road,,Prospect Heights,IL,60070,"1600 North Rand Road, Prospect Heights, IL, 60070",,COOK,Convenience Store,42.103252,-87.966606,,,137366,Prospect Heights
1883,1,1882,6,1328658,La Marketa,650 N Milwaukee Ave,,Prospect Heights,IL,60070,"650 N Milwaukee Ave, Prospect Heights, IL, 60070",2378,COOK,Grocery Store,42.107693,-87.889534,,,146768,Prospect Heights
2402,1,2401,6,1415990,Hintz Marathon 1204,1204 N Elmhurst Rd,,Prospect Heights,IL,60070,"1204 N Elmhurst Rd, Prospect Heights, IL, 60070",1010,COOK,Convenience Store,42.123112,-87.936836,,,183966,Prospect Heights
2561,1,2560,6,1486663,Dollar Tree 8952,610 N Milwaukee Ave,,Prospect Heights,IL,60070,"610 N Milwaukee Ave, Prospect Heights, IL, 60070",2353,COOK,Other,42.107204,-87.89109,,,196825,Prospect Heights
2637,1,2636,6,1497302,Victory Gas Mart,1199 S Wolf Rd,,Wheeling,IL,60090,"1199 S Wolf Rd, Wheeling, IL, 60090",6439,COOK,Convenience Store,42.112179,-87.907318,,,202571,Prospect Heights
3161,1,3160,6,897799,Deli 4 You,9 E Camp McDonald Rd,,Prospect Heights,IL,60070,"9 E Camp McDonald Rd, Prospect Heights, IL, 60070",1527,COOK,Super Store,42.095222,-87.935677,,,243771,Prospect Heights
242,1,242,183,389316,Eddie's Liquor's & Deli,9809 S Cottage Grove Ave,,Chicago,IL,60628,"9809 S Cottage Grove Ave, Chicago, IL, 60628",1528,COOK,Convenience Store,41.716324,-87.604469,,,18722,Pullman
1225,1,1225,183,1113922,Walmart 5965,10900 S DOTY AVE,,CHICAGO,IL,60628,"10900 S DOTY AVE, CHICAGO, IL, 60628",,COOK,Super Store,41.693535,-87.598633,,,92280,Pullman
1327,1,1327,183,1445057,Citgo Food Mart,721 E 103rd St,,Chicago,IL,60628,"721 E 103rd St, Chicago, IL, 60628",1619,COOK,Convenience Store,41.707119,-87.605522,,,100903,Pullman
1526,1,1525,183,1159159,Dollar Tree 5685,10820 S Doty Ave,,Chicago,IL,60628,"10820 S Doty Ave, Chicago, IL, 60628",3802,COOK,Other,41.694492,-87.597664,,,118006,Pullman
2414,1,2413,183,1407845,Corliss Shell,11100 S Corliss Ave,,Chicago,IL,60628,"11100 S Corliss Ave, Chicago, IL, 60628",4672,COOK,Convenience Store,41.69265,-87.600647,,,184993,Pullman
2878,1,2877,183,1253441,Surraya Petroleum Inc.,11101 S Langley Ave,,Chicago,IL,60628,"11101 S Langley Ave, Chicago, IL, 60628",4641,COOK,Convenience Store,41.692471,-87.605576,,,220938,Pullman
13,1,13,45,244413,DOLLAR GENERAL 3498,22324 Governors Hwy,,Richton Park,IL,60471,"22324 Governors Hwy, Richton Park, IL, 60471",1910,COOK,Other,41.483665,-87.713013,,,590,Richton Park
752,1,752,45,812737,Save A Lot 61317,3736 Sauk Trl,,Richton Park,IL,60471,"3736 Sauk Trl, Richton Park, IL, 60471",1404,COOK,Supermarket,41.485096,-87.705956,,,58908,Richton Park
1088,1,1088,45,1040744,Family Dollar 8467,5075 Sauk Trl,,Richton Park,IL,60471,"5075 Sauk Trl, Richton Park, IL, 60471",1021,COOK,Other,41.48428,-87.740311,,,81213,Richton Park
1418,1,1417,45,1244440,Walmart Supercenter 1497,22401 Central Ave,,Richton Park,IL,60471,"22401 Central Ave, Richton Park, IL, 60471",2062,COOK,Super Store,41.480171,-87.750252,,,108414,Richton Park
1858,1,1857,45,1396354,Falcon Fuel,3600 Sauk Trl,,Richton Park,IL,60471,"3600 Sauk Trl, Richton Park, IL, 60471",1402,COOK,Convenience Store,41.484695,-87.70369,,,143448,Richton Park
2050,1,2049,45,1459942,Dollar Tree 8845,4889 Sauk Trl,,Richton Park,IL,60471,"4889 Sauk Trl, Richton Park, IL, 60471",1017,COOK,Other,41.48362,-87.735008,,,159475,Richton Park
2302,1,2301,45,1411182,Jams Bp Inc,4769 Sauk Trl,,Richton Park,IL,60471,"4769 Sauk Trl, Richton Park, IL, 60471",1029,COOK,Convenience Store,41.4837,-87.731682,,,176954,Richton Park
2558,1,2557,45,1519472,Gas Station Group Inc 1,5151 Sauk Trl,,Richton Park,IL,60471,"5151 Sauk Trl, Richton Park, IL, 60471",1023,COOK,Convenience Store,41.483765,-87.741989,,,196176,Richton Park
60,1,60,66,310136,Jewel Food Store 3223,7525 Lake St,,River Forest,IL,60305,"7525 Lake St, River Forest, IL, 60305",1819,COOK,Supermarket,41.888332,-87.812546,,,4539,River Forest
515,1,515,66,580358,Whole Foods Market 10029,7245 Lake St,,River Forest,IL,60305,"7245 Lake St, River Forest, IL, 60305",2238,COOK,Super Store,41.888477,-87.806618,,,40142,River Forest
523,1,523,66,622780,WALGREEN'S 3076,7251 Lake St,,River Forest,IL,60305,"7251 Lake St, River Forest, IL, 60305",2238,COOK,Other,41.888477,-87.806702,,,40546,River Forest
625,1,625,66,782764,CVS 3889,7929 North Ave,,River Forest,IL,60305,"7929 North Ave, River Forest, IL, 60305",1018,COOK,Other,41.908485,-87.823143,,,48601,River Forest
903,1,903,66,1289160,Fresh Thyme Market 108RIV,7501 North Ave,,River Forest,IL,60305,"7501 North Ave, River Forest, IL, 60305",1132,COOK,Super Store,41.908684,-87.813194,,,68201,River Forest
1229,1,1229,66,1078092,7-Eleven 23852E,1140 N Harlem Ave,,River Forest,IL,60305,"1140 N Harlem Ave, River Forest, IL, 60305",1524,COOK,Convenience Store,41.901157,-87.805588,,,92954,River Forest
1733,1,1732,66,1208081,Circle K 6790,7201 W North Ave,,River Forest,IL,60305,"7201 W North Ave, River Forest, IL, 60305",,COOK,Convenience Store,41.908794,-87.806221,,,135148,River Forest
1818,1,1817,66,1393596,Puffs Discount,7756 Madison St,Ste 5,River Forest,IL,60305,"7756 Madison St, River Forest, IL, 60305",2058,COOK,Convenience Store,41.879719,-87.818077,,,140517,River Forest
675,1,675,67,698484,J.j. Peppers 4,8358 Grand Ave,,River Grove,IL,60171,"8358 Grand Ave, River Grove, IL, 60171",1435,COOK,Convenience Store,41.928925,-87.835548,,,53986,River Grove
1089,1,1089,67,1040945,Convenient Foods,8901 Grand Ave,,River Grove,IL,60171,"8901 Grand Ave, River Grove, IL, 60171",1322,COOK,Convenience Store,41.928856,-87.848145,,,81227,River Grove
1266,1,1266,67,895354,Walgreens 00829,8361 Belmont Ave,,River Grove,IL,60171,"8361 Belmont Ave, River Grove, IL, 60171",1001,COOK,Other,41.937523,-87.835281,,,95659,River Grove
2602,1,2601,67,1472266,River Grove Mart Inc,2474 Thatcher Ave,,River Grove,IL,60171,"2474 Thatcher Ave, River Grove, IL, 60171",1756,COOK,Convenience Store,41.924759,-87.835228,,,200057,River Grove
3178,1,3177,67,1193579,Rich's Fresh Market,3141 N. Thatcher Ave,,River Grove,IL,60171,"3141 N. Thatcher Ave, River Grove, IL, 60171",,COOK,Super Store,41.936661,-87.835976,,,245872,River Grove
3419,1,3418,67,1614996,Grand Simple Mart Inc,8025 Grand Ave,,River Grove,IL,60171,"8025 Grand Ave, River Grove, IL, 60171",1507,COOK,Convenience Store,41.926979,-87.826935,,,262111,River Grove
757,1,757,46,738077,CVS 7166,250 W 144th St,,Riverdale,IL,60827,"250 W 144th St, Riverdale, IL, 60827",2733,COOK,Other,41.6334,-87.628151,,,59887,Riverdale - Suburb
864,1,864,46,820293,Family Dollar 6345,265 W 144th St,,Riverdale,IL,60827,"265 W 144th St, Riverdale, IL, 60827",2752,COOK,Other,41.633598,-87.628418,,,65909,Riverdale - Suburb
961,1,961,46,883080,Riverdale Citgo,13801 S Halsted St,,Riverdale,IL,60827,"13801 S Halsted St, Riverdale, IL, 60827",1607,COOK,Convenience Store,41.644241,-87.641502,,,72036,Riverdale - Suburb
1555,1,1554,46,1192715,Riverdale Gas & Mini Mart Inc 1,359 W 144th St,,Riverdale,IL,60827,"359 W 144th St, Riverdale, IL, 60827",2736,COOK,Convenience Store,41.633556,-87.631569,,,119853,Riverdale - Suburb
1887,1,1886,46,1253773,Village Food And Liquor,325 W 138th St,,Riverdale,IL,60827,"325 W 138th St, Riverdale, IL, 60827",1621,COOK,Grocery Store,41.644588,-87.629601,,,147058,Riverdale - Suburb
2014,1,2013,46,1311684,Al-mudeer Inc.,20 W 138th St,,Riverdale,IL,60827,"20 W 138th St, Riverdale, IL, 60827",2050,COOK,Convenience Store,41.64455,-87.622948,,,156881,Riverdale - Suburb
2076,1,2075,46,1352337,Kwik Stop Food & Liquor,301 W 138th St,,Riverdale,IL,60827,"301 W 138th St, Riverdale, IL, 60827",1621,COOK,Convenience Store,41.644817,-87.627098,,,160493,Riverdale - Suburb
